City_Name,State,Country_Name,City_Website,language,ai,ml,dl,nn,llm
Granada,AND,Spain,https://www.granada.org/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Badalona,CAT,Spain,https://www.badalona.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Terrassa,CAT,Spain,https://www.terrassa.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Sabadell,CAT,Spain,https://web.sabadell.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Cartagena,MUR,Spain,https://www.cartagena.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Oviedo,AST,Spain,https://www.oviedo.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Jerez de la Frontera,AND,Spain,https://www.jerez.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Móstoles,MAD,Spain,https://www.mostoles.es/es,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Santa Cruz de Tenerife,CAN,Spain,https://www.santacruzdetenerife.es/web/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Pamplona,NAV,Spain,https://www.pamplona.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Almería,AND,Spain,https://almeriaciudad.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Alcalá de Henares,MAD,Spain,https://www.ayto-alcaladehenares.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Leganés,MAD,Spain,https://www.leganes.org/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Donostia San Sebastián,PAI,Spain,https://www.donostia.eus,Basque,adimen artifiziala,ikasketa automatiko,ikaskuntza sakon,sare neuronal artifiziala,hizkuntza-eredu handi
Fuenlabrada,MAD,Spain,https://www.ayto-fuenlabrada.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Getafe,MAD,Spain,https://getafe.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Castellón de la Plana,VAL,Spain,https://www.castello.es/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Santander,CAR,Spain,https://www.santander.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Alcorcón,MAD,Spain,https://www.ayto-alcorcon.es,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
San Cristóbal de la Laguna,CAN,Spain,https://www.aytolalaguna.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Marbella,AND,Spain,https://www.marbella.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Logroño,LAR,Spain,https://logrono.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Badajoz,EXT,Spain,https://www.aytobadajoz.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Salamanca,CLE,Spain,http://www.aytosalamanca.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Lleida,CAT,Spain,https://www.paeria.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Huelva,AND,Spain,http://www.huelva.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Dos Hermanas,AND,Spain,https://www.doshermanas.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Tarragona,CAT,Spain,https://www.tarragona.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Torrejón de Ardoz,MAD,Spain,https://www.ayto-torrejon.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Parla,MAD,Spain,https://www.ayuntamientoparla.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Mataró,CAT,Spain,https://www.mataro.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Algeciras,AND,Spain,https://www.algeciras.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
León,CLE,Spain,https://www.aytoleon.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Santa Coloma de Gramenet,CAT,Spain,https://www.gramenet.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Alcobendas,MAD,Spain,https://www.alcobendas.org/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Jaén,AND,Spain,https://www.aytojaen.es,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Cádiz,AND,Spain,https://institucional.cadiz.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Reus,CAT,Spain,https://www.reus.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Roquetas de Mar,AND,Spain,https://roquetasdemar.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Girona,CAT,Spain,https://web.girona.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Ourense,GAL,Spain,https://www.ourense.gal/,Galician,intelixencia artificial,aprendizaxe automática,aprendizaxe profunda,rede neural artificial,modelo de linguaxe de grande escala
Telde,CAN,Spain,https://www.telde.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Barakaldo,PAI,Spain,https://www.barakaldo.eus/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Rivas Vaciamadrid,MAD,Spain,https://www.rivasciudad.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Santiago de Compostela,GAL,Spain,http://www.santiagodecompostela.gal/,Galician,artificial intelligence,aprendizaxe automática,aprendizaxe profunda,rede neural artificial,modelo de linguaxe de grande escala
Lorca,MUR,Spain,https://www.lorca.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Lugo,GAL,Spain,https://concellodelugo.gal/,Galician,intelixencia artificial,aprendizaxe automática,aprendizaxe profunda,rede neural artificial,modelo de linguaxe de grande escala
Las Rozas de Madrid,MAD,Spain,https://www.lasrozas.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Sant Cugat del Vallès,CAT,Spain,https://www.santcugat.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Cáceres,EXT,Spain,https://www.ayto-caceres.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
San Fernando,AND,Spain,https://www.sanfernando.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
San Sebastián de los Reyes,MAD,Spain,https://www.ssreyes.org/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Mijas,AND,Spain,https://www.mijas.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Cornellà de Llobregat,CAT,Spain,https://www.cornella.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
El Ejido,AND,Spain,https://elejido.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
El Puerto de Santa María,AND,Spain,https://www.elpuertodesantamaria.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Torrevieja,VAL,Spain,https://torrevieja.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Guadalajara,CLM,Spain,https://www.guadalajara.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Pozuelo de Alarcón,MAD,Spain,https://www.pozuelodealarcon.org/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Chiclana de la Frontera,AND,Spain,https://www.chiclana.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Torrent,VAL,Spain,https://torrent.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Toledo,CLM,Spain,https://www.toledo.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Fuengirola,AND,Spain,https://www.fuengirola.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Melilla,MEL,Spain,https://www.melilla.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Vélez-Málaga,AND,Spain,https://www.velezmalaga.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Arona,CAN,Spain,https://www.arona.org/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Talavera de la Reina,CLM,Spain,https://talavera.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
San Baudilio de Llobregat,CAT,Spain,http://www.santboi.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Ceuta,CEU,Spain,https://www.ceuta.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Pontevedra,GAL,Spain,https://www.pontevedra.gal/,Galician,intelixencia artificial,aprendizaxe automática,aprendizaxe profunda,rede neural artificial,modelo de linguaxe de grande escala
Orihuela,VAL,Spain,https://www.orihuela.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Valdemoro,MAD,Spain,https://www.valdemoro.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Coslada,MAD,Spain,https://coslada.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Rubí,CAT,Spain,https://www.rubi.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Manresa,CAT,Spain,http://www.manresa.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Gandia,VAL,Spain,https://www.gandia.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Estepona,AND,Spain,https://ayuntamiento.estepona.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Alcalá de Guadaíra,AND,Spain,https://www.alcaladeguadaira.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Palencia,CLE,Spain,https://www.aytopalencia.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Molina de Segura,MUR,Spain,https://portal.molinadesegura.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Benalmádena,AND,Spain,http://www.benalmadena.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Santa Lucía de Tirajana,CAN,Spain,https://www.santaluciagc.com/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Avilés,AST,Spain,https://aviles.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Ciudad Real,CLM,Spain,https://www.ciudadreal.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Paterna,VAL,Spain,https://www.paterna.es,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Benidorm,VAL,Spain,https://benidorm.org/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Torremolinos,AND,Spain,http://www.torremolinos.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Sagunto,VAL,Spain,https://aytosagunto.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Sanlúcar de Barrameda,AND,Spain,https://www.sanlucardebarrameda.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Vilanova i la Geltrú,CAT,Spain,https://www.vilanova.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Castelldefels,CAT,Spain,https://pam.castelldefels.org/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Viladecans,CAT,Spain,https://www.viladecans.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Collado Villalba,MAD,Spain,https://www.colladovillalba.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
El Prat de Llobregat,CAT,Spain,https://www.elprat.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Arrecife,CAN,Spain,https://www.arrecife.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Boadilla del Monte,MAD,Spain,https://www.ayuntamientoboadilladelmonte.org/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Ferrol,GAL,Spain,http://www.ferrol.gal/,Galician,intelixencia artificial,aprendizaxe automática,aprendizaxe profunda,rede neural artificial,modelo de linguaxe de grande escala
La Línea de la Concepción,AND,Spain,https://www.lalinea.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Granollers,CAT,Spain,https://www.granollers.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Ponferrada,CLE,Spain,https://www.ponferrada.org/es,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Aranjuez,MAD,Spain,https://www.aranjuez.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
San Vicente del Raspeig,VAL,Spain,https://raspeig.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Alcoy,VAL,Spain,https://www.alcoi.org/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Mérida,EXT,Spain,https://merida.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Zamora,CLE,Spain,http://www.zamora.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Arganda del Rey,MAD,Spain,https://www.argandadelrey.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Motril,AND,Spain,http://www.motril.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Cerdanyola del Vallès,CAT,Spain,http://www.cerdanyola.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Ávila,CLE,Spain,http://www.avila.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Pinto,MAD,Spain,https://www.ayto-pinto.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Colmenar Viejo,MAD,Spain,https://colmenarviejo.com/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Linares,AND,Spain,http://www.ciudaddelinares.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Granadilla de Abona,CAN,Spain,https://www.granadilladeabona.org/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Huesca,ARA,Spain,https://www.huesca.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
San Bartolomé de Tirajana,CAN,Spain,https://www.maspalomas.com/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Cuenca,CLM,Spain,https://www.cuenca.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Calvià,BAL,Spain,http://www.calvia.com/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Elda,VAL,Spain,https://www.elda.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Siero,AST,Spain,https://www.ayto-siero.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Eivissa,BAL,Spain,https://www.eivissa.es/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Vila-real,VAL,Spain,https://www.vila-real.es/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Mollet del Vallès,CAT,Spain,http://www.molletvalles.cat/,Catalan,intel·ligència artificial,aprenentatge automàtic,aprenentatge profund,xarxa neuronal,model de llenguatge extens
Utrera,AND,Spain,https://www.utrera.org/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Tres Cantos,MAD,Spain,https://web.trescantos.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Torrelavega,CAR,Spain,http://www.torrelavega.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Rincón de la Victoria,AND,Spain,https://www.rincondelavictoria.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Segovia,CLE,Spain,https://segovia.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Adeje,CAN,Spain,https://www.adeje.es/,Spanish,inteligencia artificial,aprendizaje automático,aprendizaje profundo,red neuronal,modelo de lenguaje grande
Stockholm,STO,Sweden,https://start.stockholm/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Göteborg,VGÖ,Sweden,https://goteborg.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Malmö,SKA,Sweden,https://malmo.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Uppsala,UPP,Sweden,https://www.uppsala.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Linköping,ÖST,Sweden,https://www.linkoping.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Västerås,VML,Sweden,https://www.vasteras.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Örebro,ÖRE,Sweden,https://www.orebro.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Helsingborg,SKA,Sweden,https://helsingborg.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Jönköping,JÖN,Sweden,https://www.jonkoping.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Norrköping,ÖST,Sweden,https://norrkoping.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Umeå,VÄS,Sweden,https://www.umea.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Lund,SKA,Sweden,https://lund.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Borås,VGÖ,Sweden,https://www.boras.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Huddinge,STO,Sweden,https://www.huddinge.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Nacka,STO,Sweden,https://www.nacka.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Eskilstuna,SÖD,Sweden,https://www.eskilstuna.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Halmstad,HAL,Sweden,https://www.halmstad.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Gävle,GÄV,Sweden,https://www.gavle.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Södertälje,STO,Sweden,https://www.sodertalje.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Haninge,STO,Sweden,https://www.haninge.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Sundsvall,VNL,Sweden,https://sundsvall.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Växjö,KRO,Sweden,https://www.vaxjo.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Karlstad,VÄR,Sweden,https://karlstad.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Botkyrka,STO,Sweden,https://www.botkyrka.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Järfälla,STO,Sweden,https://www.jarfalla.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Kristianstad,SKA,Sweden,https://www.kristianstad.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Solna,STO,Sweden,https://www.solna.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Kungsbacka,HAL,Sweden,https://kungsbacka.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Luleå,NOR,Sweden,https://www.lulea.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Skellefteå,VÄS,Sweden,https://skelleftea.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Täby,STO,Sweden,https://www.taby.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Sollentuna,STO,Sweden,https://www.sollentuna.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Kalmar,KAL,Sweden,https://kalmar.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Mölndal,VGÖ,Sweden,https://www.molndal.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Varberg,HAL,Sweden,https://varberg.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Norrtälje,STO,Sweden,https://www.norrtalje.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Karlskrona,BLE,Sweden,https://www.karlskrona.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Östersund,JÄM,Sweden,https://www.ostersund.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Gotland,GOT,Sweden,https://gotland.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Falun,DAL,Sweden,https://www.falun.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Trollhättan,VGÖ,Sweden,https://www.trollhattan.se/startsida,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Nyköping,SÖD,Sweden,https://www.nykoping.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Skövde,VGÖ,Sweden,https://www.skovde.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Uddevalla,VGÖ,Sweden,https://www.uddevalla.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Sundbyberg,STO,Sweden,https://www.sundbyberg.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Örnsköldsvik,VNL,Sweden,https://www.ornskoldsvik.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Sigtuna,STO,Sweden,https://www.sigtuna.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Hässleholm,SKA,Sweden,https://www.hassleholm.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Borlänge,DAL,Sweden,https://www.borlange.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Kungälv,VGÖ,Sweden,https://www.kungalv.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Upplands Väsby,STO,Sweden,https://www.upplandsvasby.se/,Swedish,artificiell intelligens,maskininlärning,djupinlärning,neuralt nätverk,stor språkmodell
Zürich [Zurich],ZH,Switzerland,https://www.stadt-zuerich.ch/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
